OrderID,CustomerName,CustomerEmail,ProductName,ProductCategory,Quantity,Price,OrderDate,DeliveryStatus,PaymentMethod,TotalAmount,OrderMonth
243,Customer_139,Customer139@gmail.com,Butter,Dairy,6,131.73,2025-09-29,Delivered,Cash,790.3799999999999,9
244,Customer_144,Customer144@gmail.com,Apple,Fruits,9,407.55,2025-01-28,Delivered,Card,3667.9500000000003,1
245,Customer_97,Customer97@gmail.com,Apple,Fruits,8,48.37,2025-11-15,Delivered,Card,386.96,11
246,Customer_124,Customer124@gmail.com,Cheese,Dairy,1,451.45,2025-10-30,Delivered,UPI,451.45,10
247,Customer_187,Customer187@gmail.com,Tomato,Vegetables,2,332.37,2025-03-20,Pending,Card,664.74,3
248,Customer_70,Customer70@gmail.com,Banana,Fruits,3,439.63,2025-10-23,Delivered,UPI,1318.8899999999999,10
249,Customer_93,Customer93@gmail.com,Eggs,Dairy,9,20.09,2025-10-15,Cancelled,Cash,180.81,10
250,Customer_3,Customer3@gmail.com,Apple,Fruits,0,101.16,2025-08-19,Delivered,Cash,0.0,8
251,Customer_148,Customer148@gmail.com,Orange,Fruits,6,207.08,2025-05-17,Pending,Card,1242.48,5
252,Customer_187,Customer187@gmail.com,Apple,Fruits,1,202.16,2025-04-10,Delivered,Card,202.16,4
253,Customer_164,Customer164@gmail.com,Bread,Bakery,4,128.83,2025-03-26,Pending,Card,515.32,3
254,Customer_147,Customer147@gmail.com,Chicken,Meat,14,203.17,2025-04-27,Delivered,Card,2844.3799999999997,4
255,Customer_90,Customer90@gmail.com,Apple,Fruits,0,81.85,2025-11-26,Delivered,Card,0.0,11
256,Customer_195,Customer195@gmail.com,Bread,Bakery,2,218.13,2025-01-29,Pending,Card,436.26,1
257,Customer_147,Customer147@gmail.com,Cheese,Dairy,11,405.13,2025-10-30,Delivered,Cash,4456.43,10
258,Customer_148,Customer148@gmail.com,Cheese,Dairy,1,249.95,2025-05-08,Delivered,Cash,249.95,5
259,Customer_96,Customer96@gmail.com,Butter,Dairy,0,28.64,2025-07-10,Delivered,Card,0.0,7
260,Customer_199,Customer199@gmail.com,Apple,Fruits,6,222.29,2025-10-17,Delivered,Card,1333.74,10
261,Customer_52,Customer52@gmail.com,Orange,Fruits,4,33.04,2025-11-19,Delivered,Card,132.16,11
262,Customer_161,Customer161@gmail.com,Apple,Fruits,0,483.8,2025-05-06,Delivered,Card,0.0,5
263,Customer_168,Customer168@gmail.com,Orange,Fruits,5,81.18,2025-06-18,Delivered,UPI,405.90000000000003,6
264,Customer_128,Customer128@gmail.com,Milk,Dairy,15,359.69,2025-06-01,Pending,UPI,5395.35,6
265,Customer_39,Customer39@gmail.com,Butter,Dairy,4,486.93,2025-01-05,Delivered,Cash,1947.72,1
266,Customer_82,Customer82@gmail.com,Milk,Dairy,14,416.5,2025-04-19,Pending,UPI,5831.0,4
267,Customer_104,Customer104@gmail.com,Apple,Fruits,2,355.67,2025-06-17,Cancelled,UPI,711.34,6
268,Customer_129,Customer129@gmail.com,Butter,Dairy,11,422.94,2025-05-31,Delivered,UPI,4652.34,5
269,Customer_11,Customer11@gmail.com,Milk,Dairy,6,491.26,2025-09-21,Delivered,Card,2947.56,9
270,Customer_185,Customer185@gmail.com,Banana,Fruits,15,318.25,2025-05-21,Delivered,UPI,4773.75,5
271,Customer_178,Customer178@gmail.com,Apple,Fruits,10,288.41,2025-06-28,Delivered,Card,2884.1000000000004,6
272,Customer_151,Customer151@gmail.com,Milk,Dairy,9,321.55,2025-06-06,Cancelled,Card,2893.9500000000003,6
273,Customer_159,Customer159@gmail.com,Banana,Fruits,8,275.68,2025-09-28,Delivered,Card,2205.44,9
274,Customer_42,Customer42@gmail.com,Banana,Fruits,13,324.84,2025-11-11,Delivered,Card,4222.92,11
275,Customer_99,Customer99@gmail.com,Cheese,Dairy,12,235.92,2025-07-14,Delivered,Cash,2831.04,7
276,Customer_7,Customer7@gmail.com,Apple,Fruits,12,124.85,2025-10-16,Delivered,Card,1498.1999999999998,10
277,Customer_144,Customer144@gmail.com,Banana,Fruits,8,77.72,2025-04-19,Delivered,Card,621.76,4
278,Customer_90,Customer90@gmail.com,Cheese,Dairy,13,52.8,2025-07-17,Delivered,Card,686.4,7
279,Customer_112,Customer112@gmail.com,Milk,Dairy,8,146.39,2025-05-07,Cancelled,UPI,1171.12,5
280,Customer_60,Customer60@gmail.com,Bread,Bakery,1,42.14,2025-06-01,Delivered,Card,42.14,6
281,Customer_113,Customer113@gmail.com,Apple,Fruits,15,292.24,2025-09-25,Delivered,Cash,4383.6,9
282,Customer_2,Customer2@gmail.com,Butter,Dairy,2,156.24,2025-11-18,Pending,Cash,312.48,11
283,Customer_129,Customer129@gmail.com,Orange,Fruits,6,415.78,2025-02-14,Delivered,UPI,2494.68,2
284,Customer_48,Customer48@gmail.com,Orange,Fruits,4,55.64,2025-08-20,Cancelled,UPI,222.56,8
285,Customer_140,Customer140@gmail.com,Milk,Dairy,1,128.65,2025-08-01,Cancelled,Card,128.65,8
286,Customer_197,Customer197@gmail.com,Tomato,Vegetables,2,370.52,2025-02-13,Pending,Card,741.04,2
287,Customer_37,Customer37@gmail.com,Tomato,Vegetables,9,307.43,2025-03-19,Pending,UPI,2766.87,3
288,Customer_160,Customer160@gmail.com,Milk,Dairy,5,50.96,2025-04-24,Delivered,Card,254.8,4
289,Customer_9,Customer9@gmail.com,Banana,Fruits,12,441.07,2025-03-02,Cancelled,Card,5292.84,3
290,Customer_99,Customer99@gmail.com,Apple,Fruits,6,441.09,2025-03-30,Delivered,UPI,2646.54,3
291,Customer_147,Customer147@gmail.com,Orange,Fruits,8,178.6,2025-04-08,Pending,Card,1428.8,4
292,Customer_48,Customer48@gmail.com,Orange,Fruits,0,183.39,2025-05-03,Cancelled,Cash,0.0,5
293,Customer_131,Customer131@gmail.com,Banana,Fruits,10,494.73,2025-10-01,Cancelled,Card,4947.3,10
294,Customer_148,Customer148@gmail.com,Orange,Fruits,6,320.56,2025-07-28,Pending,UPI,1923.3600000000001,7
295,Customer_152,Customer152@gmail.com,Butter,Dairy,7,275.03,2025-12-26,Delivered,UPI,1925.2099999999998,12
296,Customer_54,Customer54@gmail.com,Apple,Fruits,11,422.31,2025-06-01,Cancelled,UPI,4645.41,6
297,Customer_120,Customer120@gmail.com,Chicken,Meat,13,156.94,2025-10-03,Delivered,Card,2040.22,10
298,Customer_161,Customer161@gmail.com,Orange,Fruits,2,226.01,2025-11-15,Cancelled,UPI,452.02,11
299,Customer_152,Customer152@gmail.com,Milk,Dairy,3,148.53,2025-09-05,Delivered,Cash,445.59000000000003,9
300,Customer_116,Customer116@gmail.com,Butter,Dairy,9,398.8,2025-05-31,Delivered,Card,3589.2000000000003,5
301,Customer_75,Customer75@gmail.com,Orange,Fruits,5,295.21,2025-10-03,Delivered,Card,1476.05,10
302,Customer_113,Customer113@gmail.com,Butter,Dairy,9,336.24,2025-03-16,Delivered,UPI,3026.16,3
303,Customer_200,Customer200@gmail.com,Cheese,Dairy,15,141.11,2025-04-30,Pending,UPI,2116.65,4
304,Customer_164,Customer164@gmail.com,Chicken,Meat,6,125.71,2025-07-19,Delivered,Card,754.26,7
305,Customer_166,Customer166@gmail.com,Eggs,Dairy,12,254.42,2025-07-30,Delivered,Cash,3053.04,7
306,Customer_104,Customer104@gmail.com,Milk,Dairy,13,374.03,2025-01-09,Delivered,Card,4862.389999999999,1
307,Customer_84,Customer84@gmail.com,Milk,Dairy,3,272.12,2025-12-11,Pending,Card,816.36,12
308,Customer_112,Customer112@gmail.com,Apple,Fruits,7,35.67,2025-09-12,Delivered,UPI,249.69,9
309,Customer_99,Customer99@gmail.com,Butter,Dairy,4,436.9,2025-06-30,Delivered,UPI,1747.6,6
310,Customer_153,Customer153@gmail.com,Banana,Fruits,0,51.05,2025-12-07,Delivered,Cash,0.0,12
311,Customer_93,Customer93@gmail.com,Milk,Dairy,3,478.8,2025-06-10,Delivered,Cash,1436.4,6
312,Customer_146,Customer146@gmail.com,Butter,Dairy,2,32.07,2025-12-24,Delivered,Card,64.14,12
313,Customer_128,Customer128@gmail.com,Butter,Dairy,8,353.34,2025-07-06,Delivered,Card,2826.72,7
314,Customer_110,Customer110@gmail.com,Bread,Bakery,7,59.46,2025-02-11,Delivered,Card,416.22,2
315,Customer_82,Customer82@gmail.com,Bread,Bakery,0,457.12,2025-10-07,Cancelled,UPI,0.0,10
316,Customer_194,Customer194@gmail.com,Eggs,Dairy,10,242.93,2025-09-05,Pending,Cash,2429.3,9
317,Customer_54,Customer54@gmail.com,Cheese,Dairy,5,86.01,2025-10-10,Delivered,Card,430.05,10
318,Customer_163,Customer163@gmail.com,Eggs,Dairy,8,183.59,2025-12-14,Cancelled,Card,1468.72,12
319,Customer_189,Customer189@gmail.com,Orange,Fruits,6,99.12,2025-10-11,Delivered,Card,594.72,10
320,Customer_169,Customer169@gmail.com,Banana,Fruits,3,101.88,2025-08-12,Delivered,Cash,305.64,8
321,Customer_161,Customer161@gmail.com,Orange,Fruits,12,475.09,2025-11-09,Delivered,Card,5701.08,11
322,Customer_68,Customer68@gmail.com,Tomato,Vegetables,0,233.72,2025-09-03,Delivered,Card,0.0,9
323,Customer_33,Customer33@gmail.com,Orange,Fruits,11,398.63,2025-05-29,Delivered,UPI,4384.93,5
324,Customer_142,Customer142@gmail.com,Apple,Fruits,1,327.01,2025-11-20,Delivered,Cash,327.01,11
325,Customer_21,Customer21@gmail.com,Orange,Fruits,11,344.68,2025-03-22,Delivered,UPI,3791.48,3
326,Customer_48,Customer48@gmail.com,Eggs,Dairy,4,83.21,2025-09-18,Pending,UPI,332.84,9
327,Customer_148,Customer148@gmail.com,Milk,Dairy,11,132.41,2025-11-18,Delivered,Card,1456.51,11
328,Customer_128,Customer128@gmail.com,Milk,Dairy,10,397.64,2025-09-24,Delivered,UPI,3976.3999999999996,9
329,Customer_136,Customer136@gmail.com,Bread,Bakery,15,485.97,2025-09-12,Delivered,UPI,7289.55,9
330,Customer_135,Customer135@gmail.com,Banana,Fruits,4,146.08,2025-10-02,Delivered,Cash,584.32,10
331,Customer_195,Customer195@gmail.com,Banana,Fruits,7,150.35,2025-06-19,Delivered,Card,1052.45,6
332,Customer_145,Customer145@gmail.com,Apple,Fruits,5,246.99,2025-11-16,Delivered,Card,1234.95,11
333,Customer_128,Customer128@gmail.com,Eggs,Dairy,7,492.24,2025-03-16,Pending,Card,3445.6800000000003,3
334,Customer_33,Customer33@gmail.com,Bread,Bakery,1,149.1,2025-02-16,Delivered,Card,149.1,2
335,Customer_176,Customer176@gmail.com,Tomato,Vegetables,2,215.35,2025-04-15,Delivered,Cash,430.7,4
336,Customer_187,Customer187@gmail.com,Banana,Fruits,5,447.91,2025-07-14,Delivered,Card,2239.55,7
337,Customer_115,Customer115@gmail.com,Milk,Dairy,11,21.4,2025-07-06,Delivered,Card,235.39999999999998,7
338,Customer_119,Customer119@gmail.com,Orange,Fruits,12,39.09,2025-10-27,Delivered,Card,469.08000000000004,10
339,Customer_22,Customer22@gmail.com,Orange,Fruits,9,309.95,2025-05-28,Delivered,Card,2789.5499999999997,5
340,Customer_158,Customer158@gmail.com,Bread,Bakery,2,455.54,2025-06-26,Delivered,Card,911.08,6
341,Customer_38,Customer38@gmail.com,Eggs,Dairy,5,134.65,2025-01-05,Delivered,Card,673.25,1
342,Customer_109,Customer109@gmail.com,Eggs,Dairy,5,245.43,2025-05-30,Delivered,Card,1227.15,5
343,Customer_51,Customer51@gmail.com,Cheese,Dairy,1,236.22,2025-08-25,Delivered,UPI,236.22,8
344,Customer_182,Customer182@gmail.com,Chicken,Meat,6,247.03,2025-01-06,Delivered,UPI,1482.18,1
345,Customer_8,Customer8@gmail.com,Banana,Fruits,11,318.81,2025-04-13,Delivered,Card,3506.91,4
346,Customer_27,Customer27@gmail.com,Eggs,Dairy,1,245.48,2025-03-17,Delivered,Cash,245.48,3
347,Customer_27,Customer27@gmail.com,Milk,Dairy,5,234.78,2025-01-16,Delivered,UPI,1173.9,1
348,Customer_21,Customer21@gmail.com,Bread,Bakery,0,247.66,2025-06-24,Delivered,UPI,0.0,6
349,Customer_30,Customer30@gmail.com,Tomato,Vegetables,2,303.62,2025-03-08,Delivered,Card,607.24,3
350,Customer_97,Customer97@gmail.com,Cheese,Dairy,1,277.76,2025-09-29,Delivered,Card,277.76,9
351,Customer_28,Customer28@gmail.com,Butter,Dairy,6,429.99,2025-11-06,Delivered,Card,2579.94,11
352,Customer_111,Customer111@gmail.com,Apple,Fruits,13,43.76,2025-07-19,Pending,Card,568.88,7
353,Customer_192,Customer192@gmail.com,Tomato,Vegetables,3,419.99,2025-12-25,Delivered,Card,1259.97,12
354,Customer_197,Customer197@gmail.com,Butter,Dairy,7,425.08,2025-06-14,Pending,Cash,2975.56,6
355,Customer_61,Customer61@gmail.com,Orange,Fruits,5,156.76,2025-07-07,Delivered,Card,783.8,7
356,Customer_48,Customer48@gmail.com,Apple,Fruits,11,242.17,2025-12-28,Delivered,Card,2663.87,12
357,Customer_147,Customer147@gmail.com,Banana,Fruits,9,230.5,2025-03-26,Delivered,UPI,2074.5,3
358,Customer_4,Customer4@gmail.com,Milk,Dairy,3,124.88,2025-12-11,Delivered,Card,374.64,12
359,Customer_35,Customer35@gmail.com,Apple,Fruits,4,210.46,2025-01-16,Delivered,UPI,841.84,1
360,Customer_192,Customer192@gmail.com,Chicken,Meat,12,41.31,2025-06-12,Delivered,UPI,495.72,6
361,Customer_49,Customer49@gmail.com,Butter,Dairy,12,153.35,2025-01-26,Delivered,UPI,1840.1999999999998,1
362,Customer_17,Customer17@gmail.com,Banana,Fruits,14,412.01,2025-09-24,Delivered,Cash,5768.139999999999,9
363,Customer_172,Customer172@gmail.com,Chicken,Meat,14,156.59,2025-08-11,Pending,Card,2192.26,8
364,Customer_158,Customer158@gmail.com,Orange,Fruits,8,412.74,2025-09-15,Cancelled,UPI,3301.92,9
365,Customer_46,Customer46@gmail.com,Chicken,Meat,6,275.17,2025-05-17,Delivered,Cash,1651.02,5
366,Customer_117,Customer117@gmail.com,Cheese,Dairy,15,442.33,2025-05-15,Delivered,UPI,6634.95,5
367,Customer_6,Customer6@gmail.com,Cheese,Dairy,9,295.89,2025-01-17,Delivered,Card,2663.0099999999998,1
368,Customer_99,Customer99@gmail.com,Bread,Bakery,13,34.24,2025-05-08,Delivered,Cash,445.12,5
369,Customer_124,Customer124@gmail.com,Tomato,Vegetables,13,344.2,2025-12-06,Delivered,Card,4474.599999999999,12
370,Customer_37,Customer37@gmail.com,Tomato,Vegetables,8,41.53,2025-05-19,Cancelled,Cash,332.24,5
371,Customer_24,Customer24@gmail.com,Banana,Fruits,6,236.29,2025-10-31,Delivered,Card,1417.74,10
372,Customer_93,Customer93@gmail.com,Orange,Fruits,15,466.12,2025-11-04,Delivered,UPI,6991.8,11
373,Customer_46,Customer46@gmail.com,Eggs,Dairy,11,99.3,2025-05-17,Delivered,Cash,1092.3,5
374,Customer_181,Customer181@gmail.com,Cheese,Dairy,0,207.14,2025-08-19,Pending,Card,0.0,8
375,Customer_95,Customer95@gmail.com,Banana,Fruits,15,370.33,2025-02-04,Delivered,Card,5554.95,2
376,Customer_99,Customer99@gmail.com,Eggs,Dairy,11,443.48,2025-02-07,Delivered,Card,4878.280000000001,2
377,Customer_188,Customer188@gmail.com,Tomato,Vegetables,7,342.05,2025-01-18,Cancelled,Cash,2394.35,1
378,Customer_116,Customer116@gmail.com,Bread,Bakery,3,143.92,2025-08-01,Delivered,Cash,431.76,8
379,Customer_191,Customer191@gmail.com,Chicken,Meat,2,343.81,2025-06-05,Pending,UPI,687.62,6
380,Customer_160,Customer160@gmail.com,Cheese,Dairy,15,162.43,2025-07-20,Delivered,UPI,2436.4500000000003,7
381,Customer_161,Customer161@gmail.com,Banana,Fruits,13,364.85,2025-07-10,Pending,Cash,4743.05,7
382,Customer_67,Customer67@gmail.com,Apple,Fruits,12,477.94,2025-05-08,Delivered,Card,5735.28,5
383,Customer_128,Customer128@gmail.com,Eggs,Dairy,6,366.27,2025-09-05,Delivered,Card,2197.62,9
384,Customer_18,Customer18@gmail.com,Chicken,Meat,11,434.18,2025-10-04,Pending,UPI,4775.9800000000005,10
385,Customer_25,Customer25@gmail.com,Cheese,Dairy,2,21.01,2025-01-06,Delivered,Card,42.02,1
386,Customer_54,Customer54@gmail.com,Tomato,Vegetables,7,364.43,2025-03-17,Delivered,Card,2551.01,3
387,Customer_58,Customer58@gmail.com,Orange,Fruits,5,418.2,2025-09-18,Delivered,Card,2091.0,9
388,Customer_67,Customer67@gmail.com,Eggs,Dairy,4,39.47,2025-05-22,Delivered,Card,157.88,5
389,Customer_104,Customer104@gmail.com,Tomato,Vegetables,3,438.37,2025-08-30,Delivered,Cash,1315.1100000000001,8
390,Customer_174,Customer174@gmail.com,Cheese,Dairy,7,143.21,2025-05-07,Delivered,Card,1002.47,5
391,Customer_24,Customer24@gmail.com,Eggs,Dairy,7,339.34,2025-05-23,Delivered,UPI,2375.3799999999997,5
392,Customer_114,Customer114@gmail.com,Chicken,Meat,11,404.17,2025-02-27,Delivered,Card,4445.87,2
393,Customer_32,Customer32@gmail.com,Cheese,Dairy,0,338.08,2025-04-05,Delivered,Card,0.0,4
394,Customer_175,Customer175@gmail.com,Butter,Dairy,8,64.3,2025-08-09,Delivered,Card,514.4,8
395,Customer_86,Customer86@gmail.com,Banana,Fruits,13,306.23,2025-06-08,Pending,UPI,3980.9900000000002,6
396,Customer_151,Customer151@gmail.com,Chicken,Meat,4,283.8,2025-10-10,Cancelled,UPI,1135.2,10
397,Customer_194,Customer194@gmail.com,Eggs,Dairy,3,452.15,2025-11-08,Pending,Cash,1356.4499999999998,11
398,Customer_127,Customer127@gmail.com,Orange,Fruits,5,214.04,2025-07-17,Delivered,UPI,1070.2,7
399,Customer_155,Customer155@gmail.com,Tomato,Vegetables,5,174.12,2025-10-04,Delivered,UPI,870.6,10
400,Customer_130,Customer130@gmail.com,Apple,Fruits,1,379.93,2025-04-23,Delivered,UPI,379.93,4
401,Customer_17,Customer17@gmail.com,Tomato,Vegetables,7,218.08,2025-06-01,Delivered,Cash,1526.5600000000002,6
402,Customer_104,Customer104@gmail.com,Eggs,Dairy,6,330.13,2025-09-18,Delivered,UPI,1980.78,9
403,Customer_161,Customer161@gmail.com,Tomato,Vegetables,15,330.3,2025-05-21,Delivered,Card,4954.5,5
404,Customer_137,Customer137@gmail.com,Banana,Fruits,0,446.26,2025-08-03,Delivered,UPI,0.0,8
405,Customer_43,Customer43@gmail.com,Cheese,Dairy,4,307.37,2025-03-09,Cancelled,UPI,1229.48,3
406,Customer_176,Customer176@gmail.com,Apple,Fruits,15,261.03,2025-08-07,Delivered,UPI,3915.45,8
407,Customer_39,Customer39@gmail.com,Milk,Dairy,11,86.66,2025-11-11,Delivered,Card,953.26,11
408,Customer_170,Customer170@gmail.com,Eggs,Dairy,5,75.55,2025-11-14,Delivered,Cash,377.75,11
409,Customer_26,Customer26@gmail.com,Bread,Bakery,3,94.07,2025-09-22,Delivered,Cash,282.21,9
410,Customer_99,Customer99@gmail.com,Milk,Dairy,1,102.49,2025-09-30,Pending,Card,102.49,9
411,Customer_50,Customer50@gmail.com,Tomato,Vegetables,12,326.18,2025-07-23,Delivered,Cash,3914.16,7
412,Customer_153,Customer153@gmail.com,Eggs,Dairy,13,375.67,2025-08-02,Delivered,Card,4883.71,8
413,Customer_152,Customer152@gmail.com,Butter,Dairy,3,274.4,2025-02-18,Delivered,Card,823.1999999999999,2
414,Customer_13,Customer13@gmail.com,Bread,Bakery,0,417.93,2025-06-12,Delivered,Card,0.0,6
415,Customer_60,Customer60@gmail.com,Apple,Fruits,6,495.81,2025-06-14,Delivered,Card,2974.86,6
416,Customer_135,Customer135@gmail.com,Orange,Fruits,1,413.61,2025-12-16,Pending,Cash,413.61,12
417,Customer_57,Customer57@gmail.com,Butter,Dairy,12,353.54,2025-06-07,Pending,Card,4242.4800000000005,6
418,Customer_36,Customer36@gmail.com,Milk,Dairy,1,275.6,2025-07-20,Pending,Card,275.6,7
419,Customer_173,Customer173@gmail.com,Cheese,Dairy,8,235.45,2025-07-14,Delivered,Card,1883.6,7
420,Customer_20,Customer20@gmail.com,Banana,Fruits,4,60.51,2025-08-21,Pending,Card,242.04,8
421,Customer_65,Customer65@gmail.com,Orange,Fruits,1,211.7,2025-10-01,Delivered,Card,211.7,10
422,Customer_8,Customer8@gmail.com,Butter,Dairy,10,456.86,2025-03-24,Delivered,UPI,4568.6,3
423,Customer_144,Customer144@gmail.com,Cheese,Dairy,8,407.85,2025-07-12,Delivered,Card,3262.8,7
424,Customer_142,Customer142@gmail.com,Cheese,Dairy,8,123.7,2025-10-29,Delivered,Cash,989.6,10
425,Customer_115,Customer115@gmail.com,Eggs,Dairy,0,243.97,2025-06-19,Delivered,Cash,0.0,6
426,Customer_143,Customer143@gmail.com,Butter,Dairy,10,412.03,2025-04-12,Pending,Card,4120.299999999999,4
427,Customer_92,Customer92@gmail.com,Apple,Fruits,2,52.34,2025-08-27,Delivered,Cash,104.68,8
428,Customer_98,Customer98@gmail.com,Tomato,Vegetables,3,205.95,2025-10-28,Delivered,Card,617.8499999999999,10
429,Customer_66,Customer66@gmail.com,Bread,Bakery,13,428.88,2025-01-24,Delivered,Card,5575.44,1
430,Customer_32,Customer32@gmail.com,Bread,Bakery,6,213.87,2025-10-11,Pending,Card,1283.22,10
431,Customer_191,Customer191@gmail.com,Milk,Dairy,9,57.26,2025-10-27,Cancelled,Card,515.34,10
432,Customer_86,Customer86@gmail.com,Milk,Dairy,3,280.42,2025-06-18,Pending,UPI,841.26,6
433,Customer_51,Customer51@gmail.com,Bread,Bakery,1,433.64,2025-12-25,Delivered,UPI,433.64,12
434,Customer_153,Customer153@gmail.com,Apple,Fruits,6,303.34,2025-10-15,Delivered,Card,1820.04,10
435,Customer_186,Customer186@gmail.com,Banana,Fruits,5,128.61,2025-10-10,Delivered,UPI,643.0500000000001,10
436,Customer_63,Customer63@gmail.com,Chicken,Meat,2,204.44,2025-09-30,Delivered,Card,408.88,9
437,Customer_190,Customer190@gmail.com,Tomato,Vegetables,5,236.06,2025-02-24,Delivered,UPI,1180.3,2
438,Customer_125,Customer125@gmail.com,Banana,Fruits,10,298.05,2025-03-21,Delivered,Card,2980.5,3
439,Customer_150,Customer150@gmail.com,Eggs,Dairy,14,384.49,2025-06-19,Delivered,Card,5382.860000000001,6
440,Customer_58,Customer58@gmail.com,Chicken,Meat,5,67.46,2025-04-07,Cancelled,Card,337.29999999999995,4
441,Customer_58,Customer58@gmail.com,Chicken,Meat,11,447.03,2025-06-01,Delivered,Card,4917.33,6
442,Customer_86,Customer86@gmail.com,Butter,Dairy,4,25.91,2025-11-21,Delivered,UPI,103.64,11
443,Customer_49,Customer49@gmail.com,Apple,Fruits,3,197.63,2025-10-28,Delivered,Cash,592.89,10
444,Customer_180,Customer180@gmail.com,Apple,Fruits,9,33.16,2025-08-18,Cancelled,Card,298.43999999999994,8
445,Customer_170,Customer170@gmail.com,Chicken,Meat,11,208.63,2025-11-10,Pending,UPI,2294.93,11
446,Customer_70,Customer70@gmail.com,Butter,Dairy,14,272.39,2025-10-14,Pending,UPI,3813.46,10
447,Customer_15,Customer15@gmail.com,Tomato,Vegetables,0,265.61,2025-06-06,Cancelled,Cash,0.0,6
448,Customer_54,Customer54@gmail.com,Chicken,Meat,9,99.5,2025-03-15,Delivered,Card,895.5,3
449,Customer_188,Customer188@gmail.com,Orange,Fruits,5,329.96,2025-07-07,Delivered,Card,1649.8,7
450,Customer_101,Customer101@gmail.com,Milk,Dairy,1,41.49,2025-09-26,Delivered,Cash,41.49,9
451,Customer_8,Customer8@gmail.com,Milk,Dairy,12,385.72,2025-06-09,Delivered,UPI,4628.64,6
452,Customer_53,Customer53@gmail.com,Banana,Fruits,2,474.39,2025-09-01,Delivered,Card,948.78,9
453,Customer_60,Customer60@gmail.com,Eggs,Dairy,13,183.09,2025-02-04,Delivered,Card,2380.17,2
454,Customer_108,Customer108@gmail.com,Milk,Dairy,7,268.27,2025-10-01,Cancelled,Card,1877.8899999999999,10
455,Customer_5,Customer5@gmail.com,Cheese,Dairy,9,201.88,2025-10-24,Cancelled,UPI,1816.92,10
456,Customer_103,Customer103@gmail.com,Banana,Fruits,13,23.22,2025-09-15,Pending,UPI,301.86,9
457,Customer_196,Customer196@gmail.com,Milk,Dairy,13,205.22,2025-12-20,Pending,Card,2667.86,12
458,Customer_6,Customer6@gmail.com,Eggs,Dairy,5,400.03,2025-10-29,Delivered,UPI,2000.1499999999999,10
459,Customer_109,Customer109@gmail.com,Apple,Fruits,2,306.07,2025-11-26,Delivered,UPI,612.14,11
460,Customer_116,Customer116@gmail.com,Apple,Fruits,15,68.6,2025-12-07,Delivered,UPI,1029.0,12
461,Customer_94,Customer94@gmail.com,Tomato,Vegetables,6,426.63,2025-10-20,Delivered,UPI,2559.7799999999997,10
462,Customer_47,Customer47@gmail.com,Chicken,Meat,3,274.92,2025-09-04,Pending,Cash,824.76,9
463,Customer_99,Customer99@gmail.com,Orange,Fruits,13,424.03,2025-01-03,Delivered,Card,5512.389999999999,1
464,Customer_55,Customer55@gmail.com,Apple,Fruits,8,298.51,2025-06-20,Cancelled,Cash,2388.08,6
465,Customer_168,Customer168@gmail.com,Butter,Dairy,14,288.65,2025-07-28,Delivered,Card,4041.0999999999995,7
466,Customer_52,Customer52@gmail.com,Milk,Dairy,4,70.52,2025-04-21,Delivered,Card,282.08,4
467,Customer_144,Customer144@gmail.com,Butter,Dairy,2,100.33,2025-04-27,Delivered,Card,200.66,4
468,Customer_13,Customer13@gmail.com,Eggs,Dairy,1,486.57,2025-12-17,Delivered,Card,486.57,12
469,Customer_114,Customer114@gmail.com,Apple,Fruits,10,129.67,2025-11-22,Delivered,Card,1296.6999999999998,11
470,Customer_124,Customer124@gmail.com,Orange,Fruits,1,489.18,2025-11-06,Delivered,Card,489.18,11
471,Customer_106,Customer106@gmail.com,Eggs,Dairy,2,275.32,2025-05-29,Pending,Cash,550.64,5
472,Customer_158,Customer158@gmail.com,Cheese,Dairy,1,85.18,2025-01-05,Delivered,Card,85.18,1
473,Customer_147,Customer147@gmail.com,Cheese,Dairy,13,67.67,2025-01-30,Delivered,UPI,879.71,1
474,Customer_145,Customer145@gmail.com,Butter,Dairy,3,120.25,2025-04-24,Delivered,Card,360.75,4
475,Customer_120,Customer120@gmail.com,Chicken,Meat,1,464.31,2025-01-06,Delivered,Cash,464.31,1
476,Customer_63,Customer63@gmail.com,Banana,Fruits,15,218.79,2025-01-07,Cancelled,UPI,3281.85,1
477,Customer_19,Customer19@gmail.com,Chicken,Meat,9,209.81,2025-12-01,Delivered,Card,1888.29,12
478,Customer_92,Customer92@gmail.com,Tomato,Vegetables,8,170.34,2025-09-15,Cancelled,UPI,1362.72,9
479,Customer_58,Customer58@gmail.com,Chicken,Meat,1,90.59,2025-04-23,Delivered,UPI,90.59,4
480,Customer_183,Customer183@gmail.com,Tomato,Vegetables,8,254.17,2025-02-18,Cancelled,UPI,2033.36,2
481,Customer_90,Customer90@gmail.com,Tomato,Vegetables,12,82.42,2025-07-06,Delivered,UPI,989.04,7
482,Customer_117,Customer117@gmail.com,Orange,Fruits,5,421.03,2025-01-02,Delivered,UPI,2105.1499999999996,1
483,Customer_62,Customer62@gmail.com,Apple,Fruits,0,197.79,2025-12-09,Delivered,UPI,0.0,12
484,Customer_23,Customer23@gmail.com,Orange,Fruits,3,199.91,2025-06-01,Delivered,Card,599.73,6
485,Customer_127,Customer127@gmail.com,Tomato,Vegetables,14,247.52,2025-05-27,Delivered,Card,3465.28,5
